"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XLXQ7MKG","journalArticle","2019","Braga, Rosana T.; Rodrigues, João F.M.; Diniz-Filho, José A.F.; Rangel, Thiago F.","Genetic Population Structure and Allele Surfing During Range Expansion in Dynamic Habitats","Anais da Academia Brasileira de Ciências","","1678-2690, 0001-3765","10.1590/0001-3765201920180179","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652019000300607&tlng=en","","2019","2020-08-19 01:20:51","2020-08-19 01:25:27","2020-08-19 01:20:51","e20180179","","2","91","","An. Acad. Bras. Ciênc.","","","","","","","","","","","","","DOI.org (Crossref)","","00001","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\PUWFLC73\Braga et al. - 2019 - Genetic Population Structure and Allele Surfing Du.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QT359RWI","journalArticle","2019","Bonner, Colin; Sokolov, Nina A.; Westover, Sally Erin; Ho, Michelle; Weis, Arthur E.","Estimating the impact of divergent mating phenology between residents and migrants on the potential for gene flow","Ecology and Evolution","","2045-7758, 2045-7758","10.1002/ece3.5001","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5001","","2019-04","2020-08-19 01:20:49","2020-08-19 01:25:27","2020-08-19 01:20:49","3770-3783","","7","9","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\SP9LJ9VN\Bonner et al. - 2019 - Estimating the impact of divergent mating phenolog.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNWEYJUD","journalArticle","2019","King, Nathan G.; McKeown, Niall J.; Smale, Dan A.; Wilcockson, David C.; Hoelters, Laura; Groves, Emily A.; Stamp, Thomas; Moore, Pippa J.","Evidence for different thermal ecotypes in range centre and trailing edge kelp populations","Journal of Experimental Marine Biology and Ecology","","00220981","10.1016/j.jembe.2019.03.004","https://linkinghub.elsevier.com/retrieve/pii/S0022098118304878","","2019-05","2020-08-19 01:26:13","2020-08-19 01:26:13","2020-08-19 01:26:13","10-17","","","514-515","","Journal of Experimental Marine Biology and Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\KFY36VL7\King et al. - 2019 - Evidence for different thermal ecotypes in range c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VTW3GSR","journalArticle","2016","Gray, Laura K.; Rweyongeza, Deogratias; Hamann, Andreas; John, Sally; Thomas, Barb R.","Developing management strategies for tree improvement programs under climate change: Insights gained from long-term field trials with lodgepole pine","Forest Ecology and Management","","03781127","10.1016/j.foreco.2016.06.041","https://linkinghub.elsevier.com/retrieve/pii/S0378112716303450","","2016-10","2020-08-19 01:23:06","2020-08-19 01:26:02","2020-08-19 01:23:06","128-138","","","377","","Forest Ecology and Management","Developing management strategies for tree improvement programs under climate change","","","","","","","en","","","","","DOI.org (Crossref)","","00013","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTKRMZ4N","journalArticle","2019","Guldin, James M.","Silvicultural options in forests of the southern United States under changing climatic conditions","New Forests","","0169-4286, 1573-5095","10.1007/s11056-018-9656-2","http://link.springer.com/10.1007/s11056-018-9656-2","","2019-01","2020-08-19 01:23:18","2020-08-19 01:26:00","2020-08-19 01:23:18","71-87","","1","50","","New Forests","","","","","","","","en","","","","","DOI.org (Crossref)","","00009","<p>?? - review - they suggest that genetic diversity should be an element of any new study in cultivating trees but don't mention how this genetic diversity should be achieved</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2469UJ4L","journalArticle","2017","Harrison, Peter A.; Vaillancourt, René E.; Harris, Rebecca M. B.; Potts, Brad M.","Integrating climate change and habitat fragmentation to identify candidate seed sources for ecological restoration: Provenancing using climate and habitat fragmentation","Restoration Ecology","","10612971","10.1111/rec.12488","http://doi.wiley.com/10.1111/rec.12488","","2017-07","2020-08-19 01:23:56","2020-08-19 01:25:54","2020-08-19 01:23:56","524-531","","4","25","","Restor Ecol","Integrating climate change and habitat fragmentation to identify candidate seed sources for ecological restoration","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIM5VSNP","journalArticle","2015","Hoban, Sean; Strand, Allan","Ex situ seed collections will benefit from considering spatial sampling design and species’ reproductive biology","Biological Conservation","","00063207","10.1016/j.biocon.2015.04.023","https://linkinghub.elsevier.com/retrieve/pii/S0006320715001767","","2015-07","2020-08-19 01:24:23","2020-08-19 01:25:50","2020-08-19 01:24:23","182-191","","","187","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","00038","<p>3b - but no access</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72RSV7HM","journalArticle","2018","Ismail, Sascha A.; Duwe, Virginia K.; Zippel, Elke; Borsch, Thomas","Assessment of current genetic structure from local to geographic scales indicates brake down of historically extensive gene flow in the dry grassland species <i>Scabiosa canescens</i> Waldst. & Kit. (Dipsacaceae)","Diversity and Distributions","","13669516","10.1111/ddi.12667","http://doi.wiley.com/10.1111/ddi.12667","","2018-02","2020-08-19 01:25:03","2020-08-19 01:25:45","2020-08-19 01:25:03","233-243","","2","24","","Divers Distrib","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>2 - genomics but for fragmentation</p> <p> </p> <p> </p>","C:\Users\trase\Zotero\storage\JRKJ83CW\Ismail et al. - 2018 - Assessment of current genetic structure from local.pdf","","","","Lowe, Andrew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCM2S599","journalArticle","2019","Iwaizumi, Masakazu G.; Ohtani, Masato; Takahashi, Makoto","Geographic cline and climatic effects on cone characteristics of natural populations of <i>Pinus densiflora</i> throughout the Japanese archipelago","Journal of Forest Research","","1341-6979, 1610-7403","10.1080/13416979.2019.1603666","https://www.tandfonline.com/doi/full/10.1080/13416979.2019.1603666","","2019-05-04","2020-08-19 01:25:06","2020-08-19 01:25:45","2020-08-19 01:25:06","187-196","","3","24","","Journal of Forest Research","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKLGDXEZ","journalArticle","2018","Joyce, Linda A.; Bentrup, Gary; Cheng, Antony S.; Kolb, Peter; Schoeneberger, Michele; Derner, Justin","Native and agricultural forests at risk to a changing climate in the Northern Plains","Climatic Change","","0165-0009, 1573-1480","10.1007/s10584-017-2070-5","http://link.springer.com/10.1007/s10584-017-2070-5","","2018-01","2020-08-19 01:25:40","2020-08-19 01:25:40","2020-08-19 01:25:40","59-74","","1-2","146","","Climatic Change","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\MNW6VANJ\Joyce et al. - 2018 - Native and agricultural forests at risk to a chang.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332VI8VX","journalArticle","2018","Jonsson, Per R.; Kotta, Jonne; Andersson, Helén C.; Herkül, Kristjan; Virtanen, Elina; Sandman, Antonia Nyström; Johannesson, Kerstin","High climate velocity and population fragmentation may constrain climate-driven range shift of the key habitat former <i>Fucus vesiculosus</i>","Diversity and Distributions","","13669516","10.1111/ddi.12733","http://doi.wiley.com/10.1111/ddi.12733","","2018-07","2020-08-19 01:25:36","2020-08-19 01:25:36","2020-08-19 01:25:36","892-905","","7","24","","Divers Distrib","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\UW2PGNZI\Jonsson et al. - 2018 - High climate velocity and population fragmentation.pdf","","","","Treml, Eric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4W9JHZ5","journalArticle","2009","Jones, Thomas A; Monaco, Thomas A","A role for assisted evolution in designing native plant materials for domesticated landscapes","Frontiers in Ecology and the Environment","","1540-9295","10.1890/080028","http://doi.wiley.com/10.1890/080028","","2009-12","2020-08-19 01:25:34","2020-08-19 01:25:34","2020-08-19 01:25:34","541-547","","10","7","","Frontiers in Ecology and the Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\Z9F26NF8\Jones and Monaco - 2009 - A role for assisted evolution in designing native .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GX3NEL6","bookSection","2019","Wernberg, Thomas; Krumhansl, Kira; Filbee-Dexter, Karen; Pedersen, Morten F.","Status and Trends for the World’s Kelp Forests","World Seas: an Environmental Evaluation","978-0-12-805052-1","","","https://linkinghub.elsevier.com/retrieve/pii/B9780128050521000036","","2019","2020-08-19 01:40:48","2020-08-19 01:40:48","2020-08-19 01:40:48","57-78","","","","","","","","","","","Elsevier","","en","","","","","DOI.org (Crossref)","","DOI: 10.1016/B978-0-12-805052-1.00003-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICHXBRSD","journalArticle","2012","Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo","Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China","Biological Conservation","","00063207","10.1016/j.biocon.2012.02.018","https://linkinghub.elsevier.com/retrieve/pii/S0006320712001358","","2012-06","2020-08-19 01:40:32","2020-08-19 01:40:32","2020-08-19 01:40:32","68-75","","1","150","","Biological Conservation","Overcoming extreme weather challenges","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1? Does assisted migration informed by elevation, but use of genetics to inform this movement is scant.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9R5CRUW","journalArticle","2017","Lindenmayer, David B.; Laurance, William F.","The ecology, distribution, conservation and management of large old trees: Ecology and management of large old trees","Biological Reviews","","14647931","10.1111/brv.12290","http://doi.wiley.com/10.1111/brv.12290","","2017-08","2020-08-19 01:40:26","2020-08-19 01:40:26","2020-08-19 01:40:26","1434-1458","","3","92","","Biol Rev","The ecology, distribution, conservation and management of large old trees","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p>","C:\Users\trase\Zotero\storage\V3L2Z6W2\Lindenmayer and Laurance - 2017 - The ecology, distribution, conservation and manage.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34I7BKTX","journalArticle","2019","Leites, Laura P.; Rehfeldt, Gerald E.; Steiner, Kim C.","Adaptation to climate in five eastern North America broadleaf deciduous species: Growth clines and evidence of the growth-cold tolerance trade-off","Perspectives in Plant Ecology, Evolution and Systematics","","14338319","10.1016/j.ppees.2019.02.002","https://linkinghub.elsevier.com/retrieve/pii/S1433831918301203","","2019-04","2020-08-19 01:40:24","2020-08-19 01:40:24","2020-08-19 01:40:24","64-72","","","37","","Perspectives in Plant Ecology, Evolution and Systematics","Adaptation to climate in five eastern North America broadleaf deciduous species","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
